cliente_id;nome;cidade
c5acf0c7-0be2-4a39-9f46-737a90098d45;Robert Nguyen;Lisboa
69a01678-4c1b-4e4c-a670-86177cd0dde6;Carol Carter;Lisboa
304d91c9-8766-4c57-b9d9-84495911e413;Jessica Donaldson;Lisboa
390177e1-cad0-434a-9214-9208685b2315;Timothy Waller;Lisboa
590dafc3-565c-4292-92c3-7cc9caf64041;John Leon;Lisboa
f3e643e5-94f3-40d2-ada5-4cd142e67155;Sarah Cruz;Lisboa
2ab25bc7-3eb2-4dfe-9618-a6f5bd8cf136;Tiffany Turner;Lisboa
9042d28d-1823-4e98-9dcc-5f1643a5a6ea;Kimberly Johnson;Lisboa
9f4dda62-046c-4db5-94fe-2542391bc970;Ethan Montgomery;Lisboa
17b5c977-b09d-4ac1-94f1-7986fb925b2e;Shari Rivera;Lisboa
bb8056d1-7517-4778-b3e1-313a104fe207;Chris Coleman;Lisboa
e1d3ee6a-7796-4236-b3ec-9771f3b24cc7;April Conrad MD;Lisboa
808ef9d0-7e6e-4ef4-a985-0d147d5c4380;Robert Wilkins;Lisboa
ded6b9e6-e8cb-4086-a255-b457a3ea0c4b;Kristina Nixon MD;Lisboa
b2eb812b-d4f6-41a2-ab8d-f54d2411c036;Christopher Liu;Lisboa
98eba7a2-7a85-4454-a2c5-192da7395f4a;Tina Nichols;Lisboa
7531758e-2b83-4b89-9638-b3431e29f987;Steven Sherman;Lisboa
b0e43860-53d3-4b8e-b3f7-6d41efbce66b;Victor Anderson;Lisboa
06818934-07d7-4915-87e4-653080841d75;Anna Wang;Lisboa
a90c623e-fdc0-4941-bf80-36c573549013;Angela Pham;Lisboa
71fc014a-37ec-4bd8-8b8c-89a3ea7cabd3;Patrick Rice;Lisboa
3750133c-19c3-435d-8167-8769580805af;Jaclyn Ray;Lisboa
2845a754-2d28-4184-9365-becb1f69d0ea;Joseph Reyes;Lisboa
cd611635-52e9-4347-8b2b-2e455e26492a;Megan Hendricks;Lisboa
2998a7fd-f10f-4ab1-b92f-2e627e41453f;Lisa Martin;Lisboa
214f55b4-88ee-4eb3-99b4-61d9a2a3d09d;Danny Garza;Lisboa
c8fcaf5a-5453-4ff0-b0e3-2fbb4397323d;Benjamin Huang;Lisboa
ac49318d-d878-49eb-a69e-5fc407008be0;Eric Tapia;Lisboa
88ccf749-afd5-43a0-8807-c17cd05eade9;Greg Mendoza;Lisboa
e32e19b6-e32a-4784-b042-1d26a1463bc4;Brenda Vargas;Lisboa
71895b1a-9e4c-45f6-99ee-2d46c1090610;Samuel Graham;Lisboa
7b6df3c9-35e9-49f3-84b2-57111fb2034c;Caitlin Richards;Lisboa
c6f8f59e-ff5f-4a5b-9714-41ccc0100d61;Timothy Cruz;Lisboa
54c5f282-10e6-4af1-9506-944eb778fd33;Sandra Griffin;Lisboa
1e867304-d2aa-431d-a815-62fd02f1fbc9;Vincent Young;Lisboa
be465c48-ffe6-4153-8f33-490e9ef2ce71;Austin Thompson;Lisboa
073cf18d-a2ce-4a3b-a4f6-ccb07f08ddd7;Danielle Townsend;Lisboa
30b95b58-a9bc-429a-86ce-ea1649a13d59;Robert Liu;Lisboa
d488cf8a-9671-4408-8a1e-984d9c55c980;Jonathan Davis;Lisboa
a66a4474-d952-4505-8a95-ef6bafaceb8a;Tamara Simpson;Lisboa
1507b9da-1221-4391-95d1-0bcd17e3b7a6;Charlene Ruiz;Lisboa
94985470-10e6-4f3a-83e9-6f4565a22082;Jennifer Stone;Lisboa
dc382239-7089-48dc-9122-b012bf3fe78b;Nicole Romero;Lisboa
864672bb-b7b8-4328-896f-cf05e8b2be70;Sara Cannon;Lisboa
8fe88e7f-a0c6-47b6-9f68-bf901ed2ca7d;Lisa Perez;Lisboa
710a5a86-7fca-4617-b1db-79b9429341e6;Jason Mason;Lisboa
09c96f34-a112-4a2c-bbdd-c44e4cf95343;Margaret Haynes;Lisboa
765173f1-e6fd-4ab1-941c-6327908dd0f0;Cynthia Newman;Lisboa
534411a5-bc23-4f1f-900a-ee9b3b3ea99a;Cindy Henderson;Lisboa
530e4761-4a7b-4fc2-b732-b03b57fce5bd;Henry Pennington;Lisboa
a5559e11-3e4f-44bb-bacc-9474d673d0f3;Stephen Wilson;Lisboa
37054e19-3070-428d-a4e1-c481357d2163;Gregory Wood;Lisboa
618221bf-a1c2-46d9-9674-2e83cfa363c2;Kim Greer;Lisboa
4f5e2d1f-1533-4047-937d-6f5cf264de50;Zachary Mcdonald PhD;Lisboa
42ddfddb-1cbe-4c6f-b652-8e4336e0cd4e;Angela Anderson;Lisboa
c905d47c-2b36-4a05-acaf-74f2ecade1a8;Colton Green;Lisboa
3d1691ad-d160-48de-b1e7-d0fd1662043f;Rachel Brown;Lisboa
19c48d4d-e725-44ab-833f-9c182cfecbe1;Shelly Gonzalez;Lisboa
016fc2d2-73bd-4216-b77c-81735a28eb4d;Danielle Robinson;Lisboa
666dd74d-c3a9-4014-9c11-1965cb1de328;April Moore;Lisboa
9e592f34-cc59-4f04-9944-90f49f7df15b;Thomas Hughes;Lisboa
12a26433-7fc5-4f60-9395-adf724738bc0;Emily Robertson;Lisboa
877d4361-38ed-405c-8fe8-14336c376d23;Joel Adams;Lisboa
bc027e39-dc06-4ec2-97fd-809a3d86c379;Destiny Hawkins;Lisboa
961ede9e-a832-4c1a-b5bc-04e118e6cf2d;Marcus Carter;Lisboa
fe2f2aa9-0bc1-4d70-9c7c-16a0ea0c2e1a;Elizabeth Miller;Lisboa
3f9482ff-32b2-44a0-a34a-3416eb930a13;Margaret Gardner;Lisboa
164db830-3009-4503-aec7-50b5f14d8c0e;Mitchell Jackson;Lisboa
84a72f58-2010-4bfa-a12b-36293df3d0e7;Jason Jones;Lisboa
375297e8-31ad-4aad-a29e-06df9def97ad;Eric Taylor;Lisboa
374943d2-ee7c-4ac1-ba9b-3d7729cbd0da;Samantha Perez;Lisboa
7821339d-cdec-41de-bd4c-b4557d7a2bfb;Carrie Bernard;Lisboa
e9045e82-163d-4e08-bd2f-596bbb7a4621;Samuel Boyd II;Lisboa
ac56bc52-71af-4938-aeb9-045b35c3702f;Kimberly Santiago;Lisboa
37fc2f0c-d340-434c-ad57-2fb4fc6c06d8;Melanie Kramer;Lisboa
b3ce643a-3103-4d94-8b60-082e6164c21a;Gregory Hunter;Lisboa
61405123-8390-4f7f-ab86-df5ede18a1eb;Ashley Alexander;Lisboa
77ffeae7-d2e3-48eb-8ec8-ea5143749536;Larry Allen;Lisboa
0447c8a1-00e4-4634-bc54-befb86b9f4f0;Dustin White;Lisboa
0f4d7d17-a2cd-475c-874b-24c6518e3951;Jose Dean;Lisboa
e87f8612-74ef-40a9-b401-e5ed43c98a0e;Ryan Johnson;Lisboa
f87a6ab1-9b51-42fe-860a-e6ff9261fb58;Kimberly Vega;Lisboa
4339b256-c3dc-429f-9eb9-71ab8041ebd0;Adam Kelly;Lisboa
0814b643-a779-494a-9439-9fb9822ce924;Beth Hayes;Lisboa
025afc86-e8a3-4eb1-815b-2b65884b07ce;Eric Mckinney;Lisboa
10687222-27a4-40ef-96ae-9bf6b212ca91;Sharon Holmes;Lisboa
8a51f13c-0081-45c5-9d2a-76103ff3da2a;Sarah Davis;Lisboa
f2996522-e9b5-40a8-b6ce-20bbed155501;Javier Baker;Lisboa
17bc37b4-a4bc-412c-97b2-cb8ce8de932e;Dr. Troy Walker;Lisboa
2685b976-8bde-41ee-8e00-cabae35f3629;Donald Craig;Lisboa
d963106e-285d-44eb-8230-ca1a29a6ba92;Timothy Reynolds;Lisboa
8fb9ffbd-f0a4-4234-a43e-182758bae279;Sandy Valentine;Lisboa
93421199-e36e-4b6a-90d2-96108f5d917e;Heidi Lindsey;Lisboa
d8fee938-da74-437f-a053-02b58f5516e7;Thomas Lara;Lisboa
1f2769e9-4572-4d61-bc01-4ee6a8a51b6f;Evan Gordon;Lisboa
0d1d1f7f-dbff-452f-8397-42e6c96896be;Erika Dean;Lisboa
40353b10-f8f6-4b00-b486-52901e8c434b;Robert Lee;Lisboa
cb80376e-33db-432b-a7a9-58ffb3859e75;Jill Boyd;Lisboa
aae51ad6-1f40-4250-b261-31a58e431994;Cynthia Berry;Lisboa
d4a6f4e2-da83-4d24-8eb3-0d065e5d7c8f;Lisa Mitchell;Lisboa
592b0f51-5182-4cfd-ba9f-6f48dfe38c0c;Krista Blake;Lisboa
66fbc3be-38a4-4d6e-a7d4-ac6d8fcf1ecc;James Hunter;Lisboa
e093cae3-eabc-450b-9831-7c96cc06f276;Emily Perez;Lisboa
43f3cb0f-3857-4548-b2d3-3b7880b3e37c;Shelly Obrien;Lisboa
a8684422-f5ed-4911-b1e3-42a4e9568029;Daniel Logan;Lisboa
28159bfc-9741-4413-a735-5a61268ad292;Gabriel Daugherty;Lisboa
014078c7-3f7d-4501-a1f4-96bd5b96738e;Karen Hall;Lisboa
c1390c4c-fdcd-4c0c-913e-be0b6fad7f6b;Marcus Kane;Lisboa
3d72b865-797c-4530-9503-c33c0494f0bb;Erica Robinson;Lisboa
cf66bb12-0ffc-456d-8cd6-f918add24e5a;Donna Reid;Lisboa
34240a5a-a712-4431-83b9-d83877d63dfe;Mrs. Kimberly Stewart;Lisboa
333c1889-428b-40eb-8a15-905ee8bdb694;Ashley Proctor;Lisboa
ec94e178-df32-4157-b257-c56967888540;Stephanie Matthews;Lisboa
b81da613-1278-4e11-843d-eb97be875b32;Erin Bryant;Lisboa
8673d363-3cd7-4ebc-8609-6f5b58b40bee;Stephanie Gardner;Lisboa
4e24b9b3-d66e-4fcf-a91c-ea64ce966891;Katherine Mathews;Lisboa
6f29aa80-3bfd-4887-bd41-ede9a0536ed7;Adam Spence MD;Lisboa
5929d130-0771-4749-9aab-26d9bb27801f;Christine Pittman;Lisboa
37e962ec-b09d-425e-91f9-b958040e7095;Priscilla Jacobs;Lisboa
3c83b87d-556f-4f08-bff9-2506af454e2a;Regina Ramirez DDS;Lisboa
549f8190-0df5-4175-9105-929e3497cb95;Robert Walton;Lisboa
443c00c9-63cb-46e8-ab9b-38f9fa6c7fa9;Austin Perry;Lisboa
4c26effa-2f70-43b4-b599-8f796e368482;James Rowe;Lisboa
966e744b-ffc2-40ff-b469-b4f593194d94;Brooke Harvey;Lisboa
5d564fb4-6a8f-4d95-806d-7d2382e84953;Patrick Harris;Lisboa
529b6e71-26b1-4fe1-b24e-00eaf9545d99;Jennifer Harvey;Lisboa
92cffed5-ceb1-4787-bd41-6ef44a203f50;Barbara Rose;Lisboa
34651961-6612-4031-adc2-d28fac7526a4;Cynthia Norton;Lisboa
d5e6f2c9-e7e9-4a41-b47a-fffde1927a4c;Susan Riggs;Lisboa
d7ea0d88-9f94-40af-8057-5ba64a09d86a;Brittany Lopez;Lisboa
74564b91-9c3b-423f-936f-9ff265614a04;Darrell Ramirez;Lisboa
330c2a4c-3030-403a-b5d4-705f5ba8608a;Tiffany King;Lisboa
ed99b0c8-512c-44ea-b414-a47e1018695f;Kristina Martinez;Lisboa
63ffbdfb-0146-481b-9d08-76be5a14362e;Paige Brown;Lisboa
ec73e1ec-ef57-48e9-af21-42197e83be3e;Xavier Barton;Lisboa
ab49b1f8-1698-4745-b3aa-48b39f8c7d6a;Gloria Williams;Lisboa
ef4c4cb9-b331-491c-b6a8-cddd47a31199;Jordan Berg;Lisboa
d51436f8-7292-4744-bea6-38a78fc31f5f;Barbara Graham;Lisboa
34dc92e9-d6de-470a-a5c2-775a6a8ec1a2;Lauren Valentine;Lisboa
f663134a-6cf7-45c9-ab90-261fdc399cab;Mrs. Emily Vazquez;Lisboa
fc90c1e2-882d-401a-94f3-a81900529abc;Barbara Stewart;Lisboa
3c214fc4-4ae2-4457-92a2-29c9ce09d890;Charlene Diaz;Lisboa
65293ebd-5d59-4943-87a1-69bc2b59946e;Alicia Moore MD;Lisboa
f915b30a-1dde-4677-87e8-f8c454f4fa17;Bryan Bennett;Lisboa
638f5aa6-dd4e-408c-b0b7-36150e8ee5ac;Brian Ballard;Lisboa
b4ecc265-b1de-4d13-a7e4-8f002635a118;Lisa Henry;Lisboa
1bd69f56-d503-40a3-a746-e676dbe849df;Mr. James Fletcher DDS;Lisboa
5906102d-e324-4d1d-9c88-e01dc66ebc36;Anthony Robles;Lisboa
4e97a898-e33d-4e9c-b9b5-7c61652ea52d;Zachary Mendoza;Lisboa
86cc389a-c6c2-45fc-a0c5-0e4c9edf26ec;Sue Banks;Lisboa
207661ea-97e9-4fe1-888a-2c55799b11d1;Travis Barker;Lisboa
634d0812-9d09-44e2-b41a-ed7b20081b7a;Lindsay Gilbert;Lisboa
867fd42b-68ec-4656-a75e-aea8c1f8f3c3;Alexis Hoover;Lisboa
70a52aaa-8d3d-4f24-9c9c-c3c0d383dc91;Amanda Weaver;Lisboa
c5394ac3-db9a-4642-897e-d08fe39f0c8c;Vanessa Wilson;Lisboa
393d9d94-0869-4d47-9de7-512417f6683b;Jill Melendez;Lisboa
9a8cc255-9564-48fc-bd24-019dc5b52c34;Thomas Lara;Lisboa
92c5847b-204c-43f7-965e-a8aa7dc8ddfa;Tamara Moody;Lisboa
3cb15deb-c56a-403e-8453-ae6a47eef10f;Patricia Hendrix;Lisboa
22d2f7da-d43f-4745-950a-4c62cd161adc;Nicole Dickerson;Lisboa
bc35841a-f257-436e-9c14-797a1e61fe67;Jennifer Edwards;Lisboa
900eba81-7820-4897-ac0e-41b0382ee3c7;Christina Russell;Lisboa
4b526e97-2234-48a8-93fe-5b7d6f56572c;Valerie Cohen;Lisboa
d2ec4048-6032-4dce-975c-f017731d8098;Sheila Spencer;Lisboa
c62dbeb7-998e-4f0e-a46a-aa058e583fe0;Robert Martin;Lisboa
b2107cea-db6e-41ec-98cd-414d93f9c66c;Patrick Harris;Lisboa
41e19ee3-19b9-4846-bfd5-feef610bedca;Brian Roberts;Lisboa
f1cc281d-63b3-4fa6-ae5c-aaa174756bc6;Janet Nash;Lisboa
f61eef93-1694-4d85-bb3d-a64bc52d3f46;Suzanne Nash;Lisboa
5933136b-fc73-4355-9304-c81c89b37e49;Thomas Mason;Lisboa
b67742ee-c16e-41b6-bbce-2e6fa859ad65;Mark Lynch;Lisboa
180e8d57-6b7b-4c69-ad14-2a290c0471d7;Joel Avila;Lisboa
37300efd-892e-41d0-aaa9-3ae8b8978987;Paul Lee;Lisboa
4f3dfef6-d937-49c6-81b1-b1d981caa9f2;Andrea Cunningham;Lisboa
c4b97dd7-cb3a-4834-b635-0008f483f3a5;Brittany Williamson;Lisboa
47d1b2ff-7122-4954-b40a-9bfb88d3afbb;Eric Hernandez;Lisboa
ab16ff3a-4be9-4562-bcc4-d1a597d2c0b4;Jacqueline Valdez;Lisboa
417b3a06-66a1-424c-9914-7afa48df9c1a;Megan Crane;Lisboa
796634e9-7877-4ac9-ad26-52019ee301a5;Rachel Watson;Lisboa
3d383c42-f3bf-48b2-8a12-ec83eccda26f;Keith Gomez;Lisboa
36c4129c-97b9-47ce-892e-e063f8b00a46;William Henderson;Lisboa
1a21baca-b836-4be5-b342-ebdefd9eafcd;Amanda Wade;Lisboa
0f6ecf19-e1d1-49d9-a1cb-be48d14592e1;Mary Vasquez;Lisboa
a6aa4b3d-71a0-4507-9045-d09050d6afb0;Joshua Gonzalez;Lisboa
399f3a2c-3acb-4437-9e7d-ad603926cce8;Tara Moore;Lisboa
d0a9e53b-1cb6-4c2e-beb6-3ac4a10bda47;Brian Brewer;Lisboa
2604c66d-46c3-4032-a72d-748d2ee258aa;Shannon Padilla;Lisboa
c739d0be-d939-44c6-874e-fbc28ec03369;Juan Gates;Lisboa
bc6115c7-2369-4589-8c2f-1f7d73fc6ed1;Mackenzie Smith;Lisboa
717e8354-c6fd-49ea-a91f-8add314d3bbb;Dylan Ramos;Lisboa
f6a391cd-5b4b-415a-a666-c0281e34e178;Dr. Patricia Davis;Lisboa
bba15cea-3b28-4b94-a493-242d00662ae6;Monica Crosby;Lisboa
bbe478a3-0768-46d4-8c3f-6bf8ef9e25e0;Nathan Sullivan;Lisboa
23e317b7-8705-4486-839a-4225737c028b;Charlene Klein;Lisboa
36fba180-1faa-4a82-af5c-37fe81499623;Bryan Burns;Lisboa
4ab3b2db-c422-4e1a-b327-ab5fd3617c5c;Brandon Johnson;Lisboa
a0f816bd-1b5f-4e3a-93ba-4a036cf35b4a;Samantha Evans;Lisboa
4fde8434-bf7a-41a2-9a42-3f16d632b878;Ashley Rodriguez;Lisboa
2d56ee72-86b8-4681-8e29-27ec76b82877;Chad Marquez;Lisboa
e6b283b9-7f2a-46ba-b6ff-c92ec404fc04;Ryan Pratt;Lisboa
9a355b78-0672-4d51-8ed2-fe1e6c0ba498;Tamara Adams;Lisboa
c293b83d-109c-4cdf-811e-456a584cb636;Jennifer King;Lisboa
f6a50451-ef37-4656-8032-f0ed8b345298;Patricia Kelly DDS;Lisboa
56bbb311-ff75-4279-b520-afc18393ec41;Jacqueline Barrett;Lisboa
074fb7a2-b339-4618-a745-290e4dbafd44;Jennifer Lambert;Lisboa
9df60b08-2ccc-464b-90d8-a5db50ef887e;Pamela Miller;Lisboa
243858ae-85a9-4fe1-af1f-23439befe155;Veronica Jones;Lisboa
76a13859-eaea-42d3-9a5b-45977bdc0ef9;William Lewis;Lisboa
fb2323eb-6235-4811-a32f-ab8480d389c0;Kelly Stephens;Lisboa
d7ea8280-d236-498c-8257-24cb6f30b383;Michael Hill;Lisboa
c2fa05d6-c8b1-4772-8514-f028c9a51f61;Jared Osborn;Lisboa
782d4ba8-9ee7-402c-971b-79c62755f6f0;Kelly Martin;Lisboa
f51a6901-838d-4491-941e-df6da3f8548a;Amanda Austin;Lisboa
2c83bcd1-1fed-4ac2-9b3d-9a6b17b888f1;Regina Torres;Lisboa
f8825ba8-c7df-4a8b-ad5c-77f70acf2b78;William Fernandez;Lisboa
94c9f944-b74c-4887-a7f5-a5130a8e28b1;Lindsay Larson;Lisboa
842ad223-c931-449c-be78-76beaca94484;Matthew Hogan;Lisboa
04011e15-b595-43f6-8cec-221587a04c81;Emily Salinas;Lisboa
d78d3f1c-cf3f-43b3-be20-b59efefed582;Jessica Rivera;Lisboa
ef988911-b190-4c59-8f69-32f1cf804243;Katie Molina;Lisboa
a347412e-3b3e-4151-aff8-c7808d2e1f5a;Elizabeth Wilkinson;Lisboa
77a16bee-9e2a-4cfd-8a9c-41089ea91ec3;Andrew Clark;Lisboa
66eef518-b437-48eb-8a5f-1a3318ff2bba;Cynthia Martin;Lisboa
d684dc62-5cca-44ea-9033-5d6bf2f6c143;William Norris;Lisboa
aec2e816-0ece-4447-9dc3-7ff7f7638691;Anthony Martin;Lisboa
c339db2d-8b0b-44ec-a1ab-539ae2fb6274;Daniel Wright;Lisboa
3887c42b-138c-49df-8a76-b406577b9f2e;Nicole Bauer;Lisboa
91b671a0-6480-462f-9cca-3ccf9fe3baff;Robert Garcia;Lisboa
2be7740b-702f-4167-ab48-4c44d0ff710e;Amy Zhang;Lisboa
0bf9ead9-5171-4c64-bf70-5926d4e4a4cb;Mary Smith;Lisboa
b88e6da2-8c6c-4789-97ab-302e7d24dffa;Brandi Shannon;Lisboa
1b07599e-71cb-4d2d-9d0d-71a2e1298b0e;Stephanie White;Lisboa
66cda912-9870-4513-bad4-82ff20b08218;Kathleen Tucker;Lisboa
795cb473-d355-4c3b-8b7c-02f07e797340;Barbara Bass;Lisboa
dbfb6ce4-4759-4255-b023-9304a539e44c;Steven Sweeney;Lisboa
ae423242-9dcb-4735-b213-93e74bcfd32e;Phillip Romero;Lisboa
0687d300-f62e-40f7-89bf-7dd25f25baf3;Kelly Beasley DVM;Lisboa
67131b66-76a3-49c0-bfff-a2734902a2a8;Wayne Thompson;Lisboa
032e1d1b-5c61-444d-9ae3-6258abec243a;Christopher Wells;Lisboa
553b9c47-ff58-40e0-8a8a-a69091fe0e74;Joseph Allen;Lisboa
67e75e19-0361-42ab-ab9b-14e1fa04caf9;James Stanley;Lisboa
1ed635ba-20d8-4865-9d8b-e2c69127a0be;Richard Robinson;Lisboa
70907ff4-983c-436a-9d70-60c94d995e28;Kimberly Williams;Lisboa
b4ea2e8a-3b91-45ca-90d9-51611cd2705e;Mark Herman;Lisboa
908f9a3c-1976-4785-83eb-4b80a9dd9e7e;Gregory Smith;Lisboa
6bc0cb0f-e1ce-4714-926b-1fda518c1ccd;Lisa Holloway;Lisboa
01c0f6fb-f821-4109-acd0-91a00c2aa803;Kenneth Pratt;Lisboa
95ab9595-95ac-46e3-80d4-92170b3f7357;Eric Blevins;Lisboa
b1909437-71ac-4c74-85d0-9c9545bcb009;Antonio Hunt;Lisboa
d2d66d4a-581f-4512-aa8b-9e5dc46d714c;Julie Sloan;Lisboa
908d3dd8-2c6e-4710-a6d7-f31390ee6f5f;James Cox;Lisboa
d5b26b94-9540-4374-8434-b8072279a94f;Stacey Johnson;Lisboa
091de58a-2f7b-4d23-8706-6d8d219d62eb;Dr. Kathryn Phelps MD;Lisboa
f0686d68-9b5b-4aad-bebb-e2658796f4f1;Wayne Gonzalez;Lisboa
4414b609-687c-4c7f-8d63-c9e8589accce;Ashley Bennett;Lisboa
4fdc649c-dfa7-4589-834a-f651c4ea106c;Ernest Gates;Lisboa
22ed4e64-c361-438b-81a2-2327027c9018;Amanda King;Lisboa
2bcc7f83-8f2d-484f-860d-bed5b2308dd5;Edward Robbins;Lisboa
8ae0eefe-c4f1-47a4-8ed1-938f2ec67b59;Jeffrey Lee;Lisboa
d50ee3cf-57a5-4faa-848c-57dc75ee5f97;Kelly Allen;Lisboa
1057483c-14a7-4f8d-9a79-6927c599baca;Crystal Harper;Lisboa
70eddbb9-3db3-4d53-a191-10171af6a506;Katherine James;Lisboa
97356fb3-588b-4cba-9905-1a040c700ad6;Dennis Arnold;Lisboa
ad5e9dde-a687-44af-a7c8-63c9028b58d9;Sara Chandler;Lisboa
01fe2030-0e53-4583-9b59-0b59b861694c;Jose Flores;Lisboa
f6b24fba-bb8d-4a4e-b8b6-9c6a1d2e73d6;Anna Sims;Lisboa
e8b4258a-042d-4804-9500-36c1e987f936;Amy Jacobs;Lisboa
30002f4f-9e62-41f9-9baf-4fa4d62cf2dc;Cory Hess;Lisboa
97270d16-2d72-4c4c-8697-62bf096a5d0b;Elizabeth Small;Lisboa
98a5e0b0-ca42-46ae-86bb-36bbb709f985;Laura Santana;Lisboa
40663afc-39ce-49cd-99c0-181fde720fa3;Richard Henry;Lisboa
244192df-ae4c-4de7-9a18-c99707d977db;Ralph Scott;Lisboa
59e009c6-b088-4554-9a11-f105c1dafd5a;Joseph Morales;Lisboa
f17d5290-761a-47d0-be2f-39bd11dfa8fe;Kenneth Mcdonald;Lisboa
637a5b68-8210-4867-b9db-559e87ad7943;Peter Small;Lisboa
b0f91053-3330-4925-b3b1-7b80d5e1b829;Jordan Dunn;Lisboa
dc4ce580-40ca-4ed2-b59b-b26a1b16d03a;Monique Wagner;Lisboa
